date	season	away_team_sbro	home_team_sbro	away_team	home_team	away_score	home_score	actual_total	open_total_line	close_total_line	close_total_odds
2021-08-24	2021	LAD	SDG	Los Angeles Dodgers	San Diego Padres	5	2	7	8.5	8.5	-120
2021-08-24	2021	SEA	OAK	Seattle Mariners	Athletics	5	1	6	8.5	9.0	100
2021-08-24	2021	LAA	BAL	Los Angeles Angels	Baltimore Orioles	14	8	22	10.5	10.0	-120
2021-08-24	2021	CWS	TOR	Chicago White Sox	Toronto Blue Jays	5	2	7	8.5	9.0	-105
2021-08-24	2021	MIN	BOS	Minnesota Twins	Boston Red Sox	9	11	20	9.5	10.5	-115
2021-08-24	2021	TEX	CLE	Texas Rangers	Cleveland Guardians	7	3	10	9.0	9.0	-120
2021-08-24	2021	KAN	HOU	Kansas City Royals	Houston Astros	0	4	4	9.0	8.5	-120
2021-08-24	2021	TAM	PHI	Tampa Bay Rays	Philadelphia Phillies	3	1	4	9.5	9.0	-110
2021-08-24	2021	NYY	ATL	New York Yankees	Atlanta Braves	5	4	9	9.5	9.0	-120
2021-08-24	2021	DET	STL	Detroit Tigers	St. Louis Cardinals	4	3	7	8.5	8.0	-105
2021-08-25	2021	ARI	PIT	Arizona Diamondbacks	Pittsburgh Pirates	5	2	7	9.0	9.0	100
2021-08-25	2021	WAS	MIA	Washington Nationals	Miami Marlins	3	4	7	8.0	8.0	-105
2021-08-25	2021	SFO	NYM	SFO	New York Mets	3	2	5	8.5	8.5	-115
2021-08-25	2021	CIN	MIL	Cincinnati Reds	Milwaukee Brewers	1	4	5	7.5	7.5	-110
2021-08-25	2021	LAD	SDG	Los Angeles Dodgers	San Diego Padres	5	3	8	8.0	8.0	-115
2021-08-25	2021	KAN	HOU	Kansas City Royals	Houston Astros	5	6	11	9.0	8.0	-115
2021-08-25	2021	LAA	BAL	Los Angeles Angels	Baltimore Orioles	6	10	16	9.5	9.0	-115
2021-08-25	2021	CWS	TOR	Chicago White Sox	Toronto Blue Jays	1	3	4	8.5	8.5	100
2021-08-25	2021	MIN	BOS	Minnesota Twins	Boston Red Sox	9	6	15	10.5	10.5	-110
2021-08-25	2021	TEX	CLE	Texas Rangers	Cleveland Guardians	2	7	9	9.0	9.0	-110
2021-08-25	2021	DET	STL	Detroit Tigers	St. Louis Cardinals	2	3	5	9.5	9.0	-120
2021-08-25	2021	TAM	PHI	Tampa Bay Rays	Philadelphia Phillies	7	4	11	8.5	8.0	-115
2021-08-25	2021	COL	CUB	Colorado Rockies	Chicago Cubs	2	5	7	7.0	7.0	-110
2021-08-25	2021	COL	CUB	Colorado Rockies	Chicago Cubs	13	10	23	7.0	7.0	115
2021-08-26	2021	CIN	MIL	Cincinnati Reds	Milwaukee Brewers	5	1	6	9.0	9.0	100
2021-08-26	2021	STL	PIT	St. Louis Cardinals	Pittsburgh Pirates	7	11	18	9.0	8.5	-115
2021-08-26	2021	ARI	PHI	Arizona Diamondbacks	Philadelphia Phillies	8	7	15	8.5	9.0	-115
2021-08-26	2021	SFO	NYM	SFO	New York Mets	3	2	5	8.5	8.5	-105
2021-08-26	2021	WAS	MIA	Washington Nationals	Miami Marlins	5	7	12	7.5	7.5	-115
2021-08-26	2021	LAD	SDG	Los Angeles Dodgers	San Diego Padres	4	0	4	8.0	7.5	-115
2021-08-26	2021	LAA	BAL	Los Angeles Angels	Baltimore Orioles	1	13	14	10.5	10.5	-120
2021-08-26	2021	CWS	TOR	Chicago White Sox	Toronto Blue Jays	10	7	17	8.5	8.5	-105
2021-08-26	2021	TEX	CLE	Texas Rangers	Cleveland Guardians	6	10	16	9.5	9.5	100
2021-08-26	2021	MIN	BOS	Minnesota Twins	Boston Red Sox	2	12	14	10.0	10.0	-105
2021-08-26	2021	NYY	OAK	New York Yankees	Athletics	7	6	13	8.5	8.5	-115
2021-08-26	2021	KAN	SEA	Kansas City Royals	Seattle Mariners	6	4	10	8.5	8.0	-105
2021-08-27	2021	ARI	PHI	Arizona Diamondbacks	Philadelphia Phillies	6	7	13	8.5	8.5	-115
2021-08-27	2021	STL	PIT	St. Louis Cardinals	Pittsburgh Pirates	4	3	7	9.0	8.5	-14
2021-08-27	2021	WAS	NYM	Washington Nationals	New York Mets	2	1	3	9.0	8.5	-120
2021-08-27	2021	CIN	MIA	Cincinnati Reds	Miami Marlins	6	0	6	8.0	8.0	100
2021-08-27	2021	SFO	ATL	SFO	Atlanta Braves	5	6	11	8.5	8.5	-105
2021-08-27	2021	COL	LAD	Colorado Rockies	Los Angeles Dodgers	4	2	6	9.0	9.0	100
2021-08-27	2021	TAM	BAL	Tampa Bay Rays	Baltimore Orioles	6	3	9	10.5	10.0	-110
2021-08-27	2021	BOS	CLE	Boston Red Sox	Cleveland Guardians	4	3	7	9.5	9.5	-115
2021-08-27	2021	TOR	DET	Toronto Blue Jays	Detroit Tigers	1	2	3	9.5	9.5	-115
2021-08-27	2021	HOU	TEX	Houston Astros	Texas Rangers	5	4	9	9.0	9.0	-115
2021-08-27	2021	NYY	OAK	New York Yankees	Athletics	8	2	10	8.0	8.0	-105
2021-08-27	2021	KAN	SEA	Kansas City Royals	Seattle Mariners	8	7	15	8.0	8.0	-105
2021-08-27	2021	MIL	MIN	Milwaukee Brewers	Minnesota Twins	0	2	2	9.5	9.5	-105
2021-08-27	2021	CUB	CWS	Chicago Cubs	Chicago White Sox	13	17	30	9.5	9.0	-115
2021-08-27	2021	SDG	LAA	San Diego Padres	Los Angeles Angels	5	0	5	9.0	9.0	-105
2021-08-28	2021	ARI	PHI	Arizona Diamondbacks	Philadelphia Phillies	0	7	7	9.0	8.5	-115
2021-08-28	2021	CIN	MIA	Cincinnati Reds	Miami Marlins	1	6	7	8.0	7.5	-115
2021-08-28	2021	STL	PIT	St. Louis Cardinals	Pittsburgh Pirates	13	0	13	8.5	8.5	-105
2021-08-28	2021	WAS	NYM	Washington Nationals	New York Mets	3	5	8	8.5	8.0	-105
2021-08-28	2021	SFO	ATL	SFO	Atlanta Braves	5	0	5	9.0	8.5	-105
2021-08-28	2021	COL	LAD	Colorado Rockies	Los Angeles Dodgers	2	5	7	8.5	9.0	-115
2021-08-28	2021	BOS	CLE	Boston Red Sox	Cleveland Guardians	5	3	8	9.5	9.0	-105
2021-08-28	2021	NYY	OAK	New York Yankees	Athletics	2	3	5	9.0	9.0	-105
2021-08-28	2021	KAN	SEA	Kansas City Royals	Seattle Mariners	4	2	6	8.5	8.5	-105
2021-08-28	2021	TOR	DET	Toronto Blue Jays	Detroit Tigers	3	2	5	9.5	9.5	-105
2021-08-28	2021	TAM	BAL	Tampa Bay Rays	Baltimore Orioles	4	3	7	9.5	9.5	100
2021-08-28	2021	HOU	TEX	Houston Astros	Texas Rangers	5	2	7	9.0	9.0	-110
2021-08-28	2021	CUB	CWS	Chicago Cubs	Chicago White Sox	7	0	7	8.5	9.0	-105
2021-08-28	2021	MIL	MIN	Milwaukee Brewers	Minnesota Twins	4	6	10	9.5	10.0	-115
2021-08-28	2021	SDG	LAA	San Diego Padres	Los Angeles Angels	2	10	12	10.0	10.0	-115
2021-08-29	2021	ARI	PHI	Arizona Diamondbacks	Philadelphia Phillies	4	7	11	8.5	8.5	-105
2021-08-29	2021	STL	PIT	St. Louis Cardinals	Pittsburgh Pirates	3	4	7	8.5	9.0	-120
2021-08-29	2021	WAS	NYM	Washington Nationals	New York Mets	4	9	13	8.5	8.0	-105
2021-08-29	2021	CIN	MIA	Cincinnati Reds	Miami Marlins	1	2	3	8.0	8.0	-110
2021-08-29	2021	SFO	ATL	SFO	Atlanta Braves	0	9	9	9.0	9.0	-105
2021-08-29	2021	COL	LAD	Colorado Rockies	Los Angeles Dodgers	5	0	5	9.0	9.0	-105
2021-08-29	2021	TAM	BAL	Tampa Bay Rays	Baltimore Orioles	12	8	20	10.5	10.0	-110
2021-08-29	2021	BOS	CLE	Boston Red Sox	Cleveland Guardians	5	7	12	9.5	10.5	-105
2021-08-29	2021	TOR	DET	Toronto Blue Jays	Detroit Tigers	2	1	3	9.5	9.0	-115
2021-08-29	2021	HOU	TEX	Houston Astros	Texas Rangers	2	13	15	9.0	8.5	-120
2021-08-29	2021	KAN	SEA	Kansas City Royals	Seattle Mariners	3	4	7	8.5	8.5	-115
2021-08-29	2021	NYY	OAK	New York Yankees	Athletics	1	3	4	9.0	9.0	-110
2021-08-29	2021	CUB	CWS	Chicago Cubs	Chicago White Sox	1	13	14	8.5	9.0	100
2021-08-29	2021	MIL	MIN	Milwaukee Brewers	Minnesota Twins	6	2	8	10.0	9.5	-110
2021-08-30	2021	STL	CIN	St. Louis Cardinals	Cincinnati Reds	3	1	4	9.0	9.5	-105
2021-08-30	2021	PHI	WAS	Philadelphia Phillies	Washington Nationals	7	4	11	8.0	8.0	-115
2021-08-30	2021	SDG	ARI	San Diego Padres	Arizona Diamondbacks	7	5	12	9.0	9.5	-105
2021-08-30	2021	MIL	SFO	Milwaukee Brewers	SFO	3	1	4	7.5	7.5	-105
2021-08-30	2021	ATL	LAD	Atlanta Braves	Los Angeles Dodgers	3	5	8	9.0	8.5	-120
2021-08-30	2021	MIN	DET	Minnesota Twins	Detroit Tigers	3	2	5	9.0	9.0	-120
2021-08-30	2021	BAL	TOR	Baltimore Orioles	Toronto Blue Jays	3	7	10	9.5	9.0	-115
2021-08-30	2021	BOS	TAM	Boston Red Sox	Tampa Bay Rays	1	6	7	8.5	9.0	-105
2021-08-30	2021	NYY	LAA	New York Yankees	Los Angeles Angels	7	8	15	9.0	9.0	-115
2021-08-30	2021	HOU	SEA	Houston Astros	Seattle Mariners	4	3	7	8.5	8.0	-115
2021-08-30	2021	COL	TEX	Colorado Rockies	Texas Rangers	3	4	7	8.5	8.5	100
2021-08-31	2021	PHI	WAS	Philadelphia Phillies	Washington Nationals	12	6	18	9.0	9.0	-120
2021-08-31	2021	MIA	NYM	Miami Marlins	New York Mets	1	3	4	6.5	6.5	105
2021-08-31	2021	SDG	ARI	San Diego Padres	Arizona Diamondbacks	3	0	3	9.0	8.0	-115
2021-08-31	2021	MIL	SFO	Milwaukee Brewers	SFO	6	2	8	7.5	7.5	-105
2021-08-31	2021	ATL	LAD	Atlanta Braves	Los Angeles Dodgers	2	3	5	8.0	7.5	100
2021-08-31	2021	BAL	TOR	Baltimore Orioles	Toronto Blue Jays	4	2	6	9.5	9.5	-120
2021-08-31	2021	OAK	DET	Athletics	Detroit Tigers	9	3	12	9.0	9.0	-105
2021-08-31	2021	BOS	TAM	Boston Red Sox	Tampa Bay Rays	5	8	13	8.5	9.0	-110
2021-08-31	2021	CLE	KAN	Cleveland Guardians	Kansas City Royals	7	2	9	9.0	8.5	-120
2021-08-31	2021	NYY	LAA	New York Yankees	Los Angeles Angels	4	6	10	8.5	9.5	100
2021-08-31	2021	HOU	SEA	Houston Astros	Seattle Mariners	0	4	4	8.5	8.0	-105
2021-08-31	2021	COL	TEX	Colorado Rockies	Texas Rangers	3	4	7	9.0	8.5	-115
2021-08-31	2021	PIT	CWS	Pittsburgh Pirates	Chicago White Sox	2	4	6	9.0	8.5	-115
2021-08-31	2021	CUB	MIN	Chicago Cubs	Minnesota Twins	3	1	4	9.5	9.5	100
2021-09-01	2021	SDG	ARI	San Diego Padres	Arizona Diamondbacks	3	8	11	8.5	8.5	-120
2021-09-01	2021	MIL	SFO	Milwaukee Brewers	SFO	5	2	7	7.5	8.0	-110
2021-09-01	2021	ATL	LAD	Atlanta Braves	Los Angeles Dodgers	3	4	7	7.5	7.5	100
2021-09-01	2021	HOU	SEA	Houston Astros	Seattle Mariners	0	1	1	8.5	8.5	-115
2021-09-01	2021	NYY	LAA	New York Yankees	Los Angeles Angels	4	1	5	8.5	8.5	-110
2021-09-01	2021	BAL	TOR	Baltimore Orioles	Toronto Blue Jays	4	5	9	10.0	9.5	-115
2021-09-01	2021	OAK	DET	Athletics	Detroit Tigers	6	8	14	9.5	9.5	-110
2021-09-01	2021	BOS	TAM	Boston Red Sox	Tampa Bay Rays	3	2	5	8.0	7.5	-105
2021-09-01	2021	CLE	KAN	Cleveland Guardians	Kansas City Royals	5	3	8	9.0	9.0	-110
2021-09-01	2021	COL	TEX	Colorado Rockies	Texas Rangers	9	5	14	9.0	8.5	-115
2021-09-01	2021	PIT	CWS	Pittsburgh Pirates	Chicago White Sox	3	6	9	9.0	8.5	-120
2021-09-01	2021	CUB	MIN	Chicago Cubs	Minnesota Twins	3	0	3	9.0	9.0	-105
2021-09-01	2021	STL	CIN	St. Louis Cardinals	Cincinnati Reds	5	4	9	7.0	7.0	-110
2021-09-01	2021	STL	CIN	St. Louis Cardinals	Cincinnati Reds	2	12	14	7.0	7.0	-110
2021-09-02	2021	MIL	SFO	Milwaukee Brewers	SFO	1	5	6	8.0	7.5	-105
2021-09-02	2021	MIA	NYM	Miami Marlins	New York Mets	3	4	7	7.5	7.0	105
2021-09-02	2021	PIT	CUB	Pittsburgh Pirates	Chicago Cubs	5	6	11	8.5	8.5	-105
2021-09-02	2021	ATL	COL	Atlanta Braves	Colorado Rockies	6	5	11	12.5	12.5	-120
2021-09-02	2021	OAK	DET	Athletics	Detroit Tigers	8	6	14	9.0	9.0	-120
2021-09-02	2021	BOS	TAM	Boston Red Sox	Tampa Bay Rays	4	0	4	8.0	7.5	-115
2021-09-02	2021	CLE	KAN	Cleveland Guardians	Kansas City Royals	4	2	6	8.0	8.5	-120
2021-09-02	2021	PHI	WAS	Philadelphia Phillies	Washington Nationals	7	6	13	8.5	8.0	-115
2021-09-03	2021	PIT	CUB	Pittsburgh Pirates	Chicago Cubs	5	6	11	9.0	8.5	-115
2021-09-03	2021	NYM	WAS	New York Mets	Washington Nationals	6	2	8	9.0	9.0	-115
2021-09-03	2021	PHI	MIA	Philadelphia Phillies	Miami Marlins	3	10	13	8.0	7.5	-115
2021-09-03	2021	STL	MIL	St. Louis Cardinals	Milwaukee Brewers	15	4	19	7.5	7.5	100
2021-09-03	2021	ATL	COL	Atlanta Braves	Colorado Rockies	3	4	7	12.5	11.0	-110
2021-09-03	2021	LAD	SFO	Los Angeles Dodgers	SFO	2	3	5	8.5	8.5	-120
2021-09-03	2021	BAL	NYY	Baltimore Orioles	New York Yankees	3	4	7	9.0	9.0	-120
2021-09-03	2021	OAK	TOR	Athletics	Toronto Blue Jays	10	11	21	9.0	9.0	100
2021-09-03	2021	MIN	TAM	Minnesota Twins	Tampa Bay Rays	3	5	8	9.0	9.0	-110
2021-09-03	2021	CLE	BOS	Cleveland Guardians	Boston Red Sox	5	8	13	9.0	9.0	-105
2021-09-03	2021	CWS	KAN	Chicago White Sox	Kansas City Royals	2	7	9	9.0	9.0	-125
2021-09-03	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	2	3	5	8.5	7.5	-120
2021-09-03	2021	DET	CIN	Detroit Tigers	Cincinnati Reds	15	5	20	9.5	9.5	100
2021-09-03	2021	SEA	ARI	Seattle Mariners	Arizona Diamondbacks	6	5	11	8.5	8.5	-115
2021-09-03	2021	HOU	SDG	Houston Astros	San Diego Padres	6	3	9	8.5	9.0	-105
2021-09-04	2021	NYM	WAS	New York Mets	Washington Nationals	11	9	20	6.5	6.5	-115
2021-09-04	2021	PIT	CUB	Pittsburgh Pirates	Chicago Cubs	6	7	13	8.5	8.5	-115
2021-09-04	2021	NYM	WAS	New York Mets	Washington Nationals	3	4	7	7.0	7.0	-115
2021-09-04	2021	PHI	MIA	Philadelphia Phillies	Miami Marlins	2	3	5	7.5	7.5	105
2021-09-04	2021	STL	MIL	St. Louis Cardinals	Milwaukee Brewers	0	4	4	8.5	8.5	-105
2021-09-04	2021	ATL	COL	Atlanta Braves	Colorado Rockies	6	7	13	10.5	11.0	-105
2021-09-04	2021	LAD	SFO	Los Angeles Dodgers	SFO	6	1	7	8.5	8.5	-110
2021-09-04	2021	BAL	NYY	Baltimore Orioles	New York Yankees	4	3	7	10.0	9.0	-120
2021-09-04	2021	OAK	TOR	Athletics	Toronto Blue Jays	8	10	18	9.0	9.0	-105
2021-09-04	2021	MIN	TAM	Minnesota Twins	Tampa Bay Rays	4	11	15	9.0	8.5	-120
2021-09-04	2021	CLE	BOS	Cleveland Guardians	Boston Red Sox	3	4	7	10.0	9.5	-105
2021-09-04	2021	CWS	KAN	Chicago White Sox	Kansas City Royals	10	7	17	9.0	8.5	-120
2021-09-04	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	1	4	5	8.0	9.0	100
2021-09-04	2021	DET	CIN	Detroit Tigers	Cincinnati Reds	4	7	11	9.0	9.0	-105
2021-09-04	2021	SEA	ARI	Seattle Mariners	Arizona Diamondbacks	8	5	13	9.0	9.0	-105
2021-09-04	2021	HOU	SDG	Houston Astros	San Diego Padres	2	10	12	8.0	7.5	-105
2021-09-05	2021	NYM	WAS	New York Mets	Washington Nationals	13	6	19	8.5	9.0	100
2021-09-05	2021	PHI	MIA	Philadelphia Phillies	Miami Marlins	4	3	7	8.0	7.5	-115
2021-09-05	2021	STL	MIL	St. Louis Cardinals	Milwaukee Brewers	5	6	11	8.0	7.5	-105
2021-09-05	2021	PIT	CUB	Pittsburgh Pirates	Chicago Cubs	8	11	19	9.5	9.0	-120
2021-09-05	2021	ATL	COL	Atlanta Braves	Colorado Rockies	9	2	11	11.0	11.5	-110
2021-09-05	2021	LAD	SFO	Los Angeles Dodgers	SFO	4	6	10	7.5	8.0	-110
2021-09-05	2021	BAL	NYY	Baltimore Orioles	New York Yankees	8	7	15	9.5	9.5	-115
2021-09-05	2021	OAK	TOR	Athletics	Toronto Blue Jays	0	8	8	9.0	9.5	-105
2021-09-05	2021	MIN	TAM	Minnesota Twins	Tampa Bay Rays	6	5	11	9.0	9.0	100
2021-09-05	2021	CLE	BOS	Cleveland Guardians	Boston Red Sox	11	5	16	9.5	9.5	-120
2021-09-05	2021	CWS	KAN	Chicago White Sox	Kansas City Royals	0	6	6	9.0	8.5	-115
2021-09-05	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	7	3	10	9.0	9.5	-105
2021-09-05	2021	DET	CIN	Detroit Tigers	Cincinnati Reds	4	1	5	9.0	9.0	-105
2021-09-05	2021	SEA	ARI	Seattle Mariners	Arizona Diamondbacks	10	4	14	9.0	9.0	100
2021-09-05	2021	HOU	SDG	Houston Astros	San Diego Padres	3	4	7	9.0	8.5	-115
2021-09-06	2021	NYM	WAS	New York Mets	Washington Nationals	3	4	7	9.0	9.5	100
2021-09-06	2021	PHI	MIL	Philadelphia Phillies	Milwaukee Brewers	12	0	12	7.5	7.0	-110
2021-09-06	2021	CIN	CUB	Cincinnati Reds	Chicago Cubs	3	4	7	8.5	8.0	-110
2021-09-06	2021	SFO	COL	SFO	Colorado Rockies	10	5	15	11.0	10.5	-115
2021-09-06	2021	LAD	STL	Los Angeles Dodgers	St. Louis Cardinals	5	1	6	8.0	7.5	-115
2021-09-06	2021	KAN	BAL	Kansas City Royals	Baltimore Orioles	3	2	5	10.0	10.0	-115
2021-09-06	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	8	0	8	9.5	10.0	-105
2021-09-06	2021	TAM	BOS	Tampa Bay Rays	Boston Red Sox	11	10	21	9.0	10.0	-105
2021-09-06	2021	MIN	CLE	Minnesota Twins	Cleveland Guardians	5	2	7	9.0	9.5	100
2021-09-06	2021	SEA	HOU	Seattle Mariners	Houston Astros	2	11	13	8.5	8.5	-115
2021-09-06	2021	TEX	LAA	Texas Rangers	Los Angeles Angels	4	0	4	9.0	9.0	100
2021-09-06	2021	DET	PIT	Detroit Tigers	Pittsburgh Pirates	3	6	9	9.0	8.5	-105
2021-09-07	2021	NYM	MIA	New York Mets	Miami Marlins	9	4	13	8.0	7.5	-115
2021-09-07	2021	WAS	ATL	Washington Nationals	Atlanta Braves	5	8	13	9.0	9.0	-115
2021-09-07	2021	PHI	MIL	Philadelphia Phillies	Milwaukee Brewers	0	10	10	8.0	8.5	-115
2021-09-07	2021	CIN	CUB	Cincinnati Reds	Chicago Cubs	4	3	7	10.5	9.5	105
2021-09-07	2021	LAD	STL	Los Angeles Dodgers	St. Louis Cardinals	7	2	9	9.0	9.0	-105
2021-09-07	2021	SFO	COL	SFO	Colorado Rockies	12	3	15	11.5	12.0	-105
2021-09-07	2021	MIN	CLE	Minnesota Twins	Cleveland Guardians	3	0	3	9.5	10.0	-120
2021-09-07	2021	KAN	BAL	Kansas City Royals	Baltimore Orioles	3	7	10	10.0	10.0	-120
2021-09-07	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	5	1	6	8.5	8.0	-115
2021-09-07	2021	TAM	BOS	Tampa Bay Rays	Boston Red Sox	12	7	19	9.5	9.5	-120
2021-09-07	2021	SEA	HOU	Seattle Mariners	Houston Astros	4	5	9	9.0	8.5	-115
2021-09-07	2021	CWS	OAK	Chicago White Sox	Athletics	6	3	9	9.0	9.0	-105
2021-09-07	2021	DET	PIT	Detroit Tigers	Pittsburgh Pirates	2	3	5	9.0	9.0	100
2021-09-07	2021	TEX	ARI	Texas Rangers	Arizona Diamondbacks	3	1	4	8.5	8.5	-115
2021-09-07	2021	LAA	SDG	Los Angeles Angels	San Diego Padres	4	0	4	7.5	7.5	-125
2021-09-08	2021	SFO	COL	SFO	Colorado Rockies	7	4	11	12.0	11.5	-105
2021-09-08	2021	NYM	MIA	New York Mets	Miami Marlins	1	2	3	7.5	7.0	-115
2021-09-08	2021	WAS	ATL	Washington Nationals	Atlanta Braves	4	2	6	9.5	10.0	-110
2021-09-08	2021	CIN	CUB	Cincinnati Reds	Chicago Cubs	1	4	5	9.0	9.0	-110
2021-09-08	2021	PHI	MIL	Philadelphia Phillies	Milwaukee Brewers	3	4	7	8.0	8.0	-110
2021-09-08	2021	LAD	STL	Los Angeles Dodgers	St. Louis Cardinals	4	5	9	8.5	8.0	-115
2021-09-08	2021	SEA	HOU	Seattle Mariners	Houston Astros	8	5	13	9.0	8.5	100
2021-09-08	2021	MIN	CLE	Minnesota Twins	Cleveland Guardians	3	0	3	9.0	9.0	100
2021-09-08	2021	KAN	BAL	Kansas City Royals	Baltimore Orioles	8	9	17	10.0	9.5	-110
2021-09-08	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	6	3	9	9.5	9.5	-110
2021-09-08	2021	TAM	BOS	Tampa Bay Rays	Boston Red Sox	1	2	3	9.5	10.0	-105
2021-09-08	2021	CWS	OAK	Chicago White Sox	Athletics	1	5	6	9.0	8.5	-105
2021-09-08	2021	TEX	ARI	Texas Rangers	Arizona Diamondbacks	8	5	13	8.5	9.0	100
2021-09-08	2021	DET	PIT	Detroit Tigers	Pittsburgh Pirates	5	1	6	9.0	9.0	-120
2021-09-08	2021	LAA	SDG	Los Angeles Angels	San Diego Padres	5	8	13	7.5	8.0	-120
2021-09-09	2021	LAD	STL	Los Angeles Dodgers	St. Louis Cardinals	1	2	3	8.5	9.0	100
2021-09-09	2021	NYM	MIA	New York Mets	Miami Marlins	2	3	5	7.5	7.5	-115
2021-09-09	2021	COL	PHI	Colorado Rockies	Philadelphia Phillies	4	3	7	8.5	8.0	-115
2021-09-09	2021	WAS	ATL	Washington Nationals	Atlanta Braves	6	7	13	9.5	9.0	-120
2021-09-09	2021	CWS	OAK	Chicago White Sox	Athletics	1	3	4	9.0	7.5	-120
2021-09-09	2021	MIN	CLE	Minnesota Twins	Cleveland Guardians	1	4	5	9.0	9.0	-110
2021-09-09	2021	KAN	BAL	Kansas City Royals	Baltimore Orioles	6	0	6	9.5	8.5	-115
2021-09-09	2021	TOR	NYY	Toronto Blue Jays	New York Yankees	6	4	10	9.5	8.5	-115
2021-09-10	2021	SFO	CUB	SFO	Chicago Cubs	6	1	7	9.0	9.5	-105
2021-09-10	2021	WAS	PIT	Washington Nationals	Pittsburgh Pirates	3	4	7	8.5	9.0	100
2021-09-10	2021	COL	PHI	Colorado Rockies	Philadelphia Phillies	11	2	13	8.5	8.5	100
2021-09-10	2021	MIA	ATL	Miami Marlins	Atlanta Braves	2	6	8	8.5	8.0	-115
2021-09-10	2021	CIN	STL	Cincinnati Reds	St. Louis Cardinals	4	2	6	8.5	8.5	100
2021-09-10	2021	SDG	LAD	San Diego Padres	Los Angeles Dodgers	0	3	3	8.0	7.5	-115
2021-09-10	2021	TOR	BAL	Toronto Blue Jays	Baltimore Orioles	3	6	9	9.5	9.0	-115
2021-09-10	2021	TAM	DET	Tampa Bay Rays	Detroit Tigers	4	10	14	9.5	9.0	-115
2021-09-10	2021	KAN	MIN	Kansas City Royals	Minnesota Twins	6	4	10	9.5	9.5	-110
2021-09-10	2021	LAA	HOU	Los Angeles Angels	Houston Astros	5	10	15	8.0	7.5	-115
2021-09-10	2021	BOS	CWS	Boston Red Sox	Chicago White Sox	3	4	7	8.5	8.5	-110
2021-09-10	2021	TEX	OAK	Texas Rangers	Athletics	5	10	15	8.5	8.5	-105
2021-09-10	2021	MIL	CLE	Milwaukee Brewers	Cleveland Guardians	10	3	13	9.5	9.5	-105
2021-09-10	2021	NYY	NYM	New York Yankees	New York Mets	3	10	13	8.5	8.0	100
2021-09-10	2021	ARI	SEA	Arizona Diamondbacks	Seattle Mariners	4	5	9	8.0	8.0	-115
2021-09-11	2021	SFO	CUB	SFO	Chicago Cubs	15	4	19	10.5	10.5	-115
2021-09-11	2021	COL	PHI	Colorado Rockies	Philadelphia Phillies	1	6	7	7.5	7.5	-110
2021-09-11	2021	WAS	PIT	Washington Nationals	Pittsburgh Pirates	7	10	17	9.0	9.0	-120
2021-09-11	2021	CIN	STL	Cincinnati Reds	St. Louis Cardinals	4	6	10	8.5	8.0	-105
2021-09-11	2021	MIA	ATL	Miami Marlins	Atlanta Braves	6	4	10	8.5	7.5	-120
2021-09-11	2021	SDG	LAD	San Diego Padres	Los Angeles Dodgers	4	5	9	8.0	8.0	-115
2021-09-11	2021	TEX	OAK	Texas Rangers	Athletics	8	6	14	8.5	9.0	-105
2021-09-11	2021	TOR	BAL	Toronto Blue Jays	Baltimore Orioles	11	10	21	7.5	7.5	-115
2021-09-11	2021	TAM	DET	Tampa Bay Rays	Detroit Tigers	7	2	9	9.0	9.5	-105
2021-09-11	2021	LAA	HOU	Los Angeles Angels	Houston Astros	4	2	6	9.0	8.5	-115
2021-09-11	2021	BOS	CWS	Boston Red Sox	Chicago White Sox	9	8	17	9.0	9.5	-105
2021-09-11	2021	KAN	MIN	Kansas City Royals	Minnesota Twins	2	9	11	9.5	9.0	-115
2021-09-11	2021	TOR	BAL	Toronto Blue Jays	Baltimore Orioles	11	2	13	8.0	8.0	-120
2021-09-11	2021	MIL	CLE	Milwaukee Brewers	Cleveland Guardians	3	0	3	8.5	9.0	100
2021-09-11	2021	NYY	NYM	New York Yankees	New York Mets	8	7	15	8.0	8.0	-105
2021-09-11	2021	ARI	SEA	Arizona Diamondbacks	Seattle Mariners	7	3	10	8.5	8.5	-115
2021-09-12	2021	WAS	PIT	Washington Nationals	Pittsburgh Pirates	6	2	8	9.0	9.0	105
2021-09-12	2021	COL	PHI	Colorado Rockies	Philadelphia Phillies	5	4	9	8.5	9.0	-115
2021-09-12	2021	MIA	ATL	Miami Marlins	Atlanta Braves	3	5	8	8.0	8.5	-105
2021-09-12	2021	CIN	STL	Cincinnati Reds	St. Louis Cardinals	0	2	2	8.5	9.0	100
2021-09-12	2021	SFO	CUB	SFO	Chicago Cubs	6	5	11	9.5	9.0	-115
2021-09-12	2021	SDG	LAD	San Diego Padres	Los Angeles Dodgers	0	8	8	7.5	7.5	-105
2021-09-12	2021	TOR	BAL	Toronto Blue Jays	Baltimore Orioles	22	7	29	10.0	11.0	-110
2021-09-12	2021	TAM	DET	Tampa Bay Rays	Detroit Tigers	7	8	15	9.0	9.0	100
2021-09-12	2021	BOS	CWS	Boston Red Sox	Chicago White Sox	1	2	3	9.5	9.0	-115
