date	away_team	home_team	commence_time	snapshot_ts	requested_snapshot_ts	close_total_line	num_books	close_total_line	fanduel_line	pinnacle_line	betmgm_line	draftkings_line	actual_total	season
2023-07-18	Boston Red Sox	Oakland Athletics	2023-07-18 01:40:00+00:00	2023-07-18 00:55:40+00:00	2023-07-18 01:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	3.0	2023.0
2023-07-18	Chicago White Sox	New York Mets	2023-07-18 23:10:00+00:00	2023-07-18 21:55:39+00:00	2023-07-18 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	21.0	2023.0
2023-07-18	Cleveland Guardians	Pittsburgh Pirates	2023-07-18 23:05:00+00:00	2023-07-18 21:55:39+00:00	2023-07-18 22:00:00+00:00	8.5	4	8.5	8.5	8.5	8.5	8.5	11.0	2023.0
2023-07-18	Detroit Tigers	Kansas City Royals	2023-07-18 00:10:00+00:00	2023-07-17 21:55:39+00:00	2023-07-17 22:00:00+00:00	9.5	4	9.5	9.0	9.5	9.5	9.5	21.0	2023.0
2023-07-18	Los Angeles Dodgers	Baltimore Orioles	2023-07-18 23:05:00+00:00	2023-07-18 21:55:39+00:00	2023-07-18 22:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5	13.0	2023.0
2023-07-18	Miami Marlins	St. Louis Cardinals	2023-07-18 23:45:00+00:00	2023-07-18 21:55:39+00:00	2023-07-18 22:00:00+00:00	8.25	4	8.25	8.0	8.5	8.0	8.5	7.0	2023.0
2023-07-18	Milwaukee Brewers	Philadelphia Phillies	2023-07-18 22:40:00+00:00	2023-07-18 21:55:39+00:00	2023-07-18 22:00:00+00:00	9.5	4	9.5	9.5	9.5	9.5	9.5	7.0	2023.0
2023-07-18	Minnesota Twins	Seattle Mariners	2023-07-18 01:40:00+00:00	2023-07-18 00:55:40+00:00	2023-07-18 01:00:00+00:00	7.5	4	7.5	7.5	7.5	7.5	7.5	13.0	2023.0
2023-07-18	New York Yankees	Los Angeles Angels	2023-07-18 01:38:00+00:00	2023-07-18 00:55:40+00:00	2023-07-18 01:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	6.0	2023.0
2023-07-18	San Diego Padres	Toronto Blue Jays	2023-07-18 23:07:00+00:00	2023-07-18 21:55:39+00:00	2023-07-18 22:00:00+00:00	9.25	4	9.25	9.0	9.5	9.0	9.5	10.0	2023.0
2023-07-18	San Francisco Giants	Cincinnati Reds	2023-07-18 23:10:00+00:00	2023-07-18 21:55:39+00:00	2023-07-18 22:00:00+00:00	11.0	4	11.0	11.0	11.0	11.0	11.0	21.0	2023.0
2023-07-18	Tampa Bay Rays	Texas Rangers	2023-07-18 00:05:00+00:00	2023-07-17 21:55:39+00:00	2023-07-17 22:00:00+00:00	8.75	4	8.75	9.0	9.0	8.5	8.5	8.0	2023.0
2023-07-18	Washington Nationals	Chicago Cubs	2023-07-18 00:05:00+00:00	2023-07-17 21:55:39+00:00	2023-07-17 22:00:00+00:00	9.0	4	9.0	9.0	9.0	9.0	9.0	20.0	2023.0
