date	away_team	home_team	predicted_total	prediction_std	high_tail_prob_9p5	low_tail_prob_7p5	total_runs
2025-09-04	Philadelphia Phillies	Milwaukee Brewers	7.434535718098733	4.0142016	0.3109255224814211	0.49719172209850615	2
2025-09-04	Los Angeles Dodgers	Pittsburgh Pirates	7.275830023139286	4.1895995	0.2931419939150606	0.5162032195960647	8
2025-09-04	Cleveland Guardians	Tampa Bay Rays	7.619574179800522	4.2111325	0.3171062797655855	0.4811580130492813	6
2025-09-04	Chicago White Sox	Minnesota Twins	8.421965591886112	4.425803	0.327144697343329	0.479262960854686	19
2025-09-04	Los Angeles Angels	Kansas City Royals	8.525630596629497	4.552709	0.3677028090109621	0.4420579323207504	7
2025-09-04	New York Yankees	Houston Astros	7.8963949214455615	4.0025907	0.3148914724936281	0.4934880563651688	12
2025-09-05	Minnesota Twins	Kansas City Royals	7.734089167147237	4.4433956	0.31237028542659623	0.4922969052230484	3
2025-09-05	Philadelphia Phillies	Miami Marlins	8.814167188138128	4.447779	0.37039633694789753	0.43772485941997835	12
2025-09-05	Washington Nationals	Chicago Cubs	7.939961114086403	4.085441	0.31159922186038835	0.4971112558280594	16
2025-09-05	New York Mets	Cincinnati Reds	8.179216322103692	4.297541	0.34377594891689167	0.4846884796058304	9
2025-09-05	Chicago White Sox	Detroit Tigers	8.221882993285327	4.280273	0.3406309515585695	0.4720971891318924	12
2025-09-05	Toronto Blue Jays	New York Yankees	8.39210872361785	4.3019896	0.34118665162227496	0.47017476052395174	8
2025-09-05	Houston Astros	Texas Rangers	8.61534453437216	4.303731	0.39118211570880757	0.41149698585621186	7
2025-09-05	Milwaukee Brewers	Pittsburgh Pirates	9.484111108935716	4.411896	0.469676182117868	0.40907439679256746	7
2025-09-05	Cleveland Guardians	Tampa Bay Rays	8.175804112090091	4.242192	0.35941294137142044	0.45351938695064853	8
2025-09-05	San Francisco Giants	St. Louis Cardinals	9.056815047627554	4.6266255	0.43800266686580525	0.42561318368069	10
2025-09-05	San Diego Padres	Colorado Rockies	9.386072781928704	4.3966093	0.382158342038611	0.430005193654216	3
2025-09-05	Athletics	Los Angeles Angels	9.278194084102974	4.208279	0.3956148058523927	0.4259558448230393	14
2025-09-05	Boston Red Sox	Arizona Diamondbacks	8.810384159186471	4.161591	0.4048644036402498	0.41750400752178496	15
2025-09-05	Seattle Mariners	Atlanta Braves	8.25298503563107	4.068242	0.3389629394163881	0.45915713996044466	5
2025-09-05	Los Angeles Dodgers	Baltimore Orioles	8.91594416611249	4.390456	0.38024975362918717	0.4230176815425522	3
2025-09-06	Washington Nationals	Chicago Cubs	8.463624787627152	4.375186	0.36270038190982684	0.44609125942341155	3
2025-09-06	Cleveland Guardians	Tampa Bay Rays	8.539805382589227	4.018665	0.36669878665111405	0.43372627586475676	5
2025-09-06	Philadelphia Phillies	Miami Marlins	7.9776143915154325	4.225703	0.3099814027895723	0.47754910081974333	6
2025-09-06	Minnesota Twins	Kansas City Royals	7.9549029855866245	4.1582108	0.321551629935721	0.48289971441379853	13
2025-09-06	New York Mets	Cincinnati Reds	7.952132051713667	4.358397	0.3134768218149935	0.4907794186507828	9
2025-09-06	Chicago White Sox	Detroit Tigers	8.887198147507233	4.298436	0.39983949962756976	0.41955421656719516	6
2025-09-06	Houston Astros	Texas Rangers	8.40580238050782	4.43806	0.3724246412863527	0.4363839516078598	11
2025-09-06	Milwaukee Brewers	Pittsburgh Pirates	8.755469933000853	4.425359	0.40602946582935195	0.41424623221508333	5
2025-09-06	Athletics	Los Angeles Angels	10.893515653275498	4.5930743	0.5269419525532012	0.37893024772754974	21
2025-09-06	San Francisco Giants	St. Louis Cardinals	9.107492930690332	4.597037	0.44071125093601093	0.42909687251201933	5
2025-09-06	Boston Red Sox	Arizona Diamondbacks	8.676937682960547	4.2640824	0.39949533644817214	0.442434746924556	6
2025-09-06	Seattle Mariners	Atlanta Braves	8.203129496508948	4.133598	0.34204132858417374	0.45915713996044466	12
2025-09-06	Toronto Blue Jays	New York Yankees	8.567012843735347	4.4533963	0.35038473311565266	0.45959670037380523	4
2025-09-06	San Diego Padres	Colorado Rockies	9.908556209886934	4.587966	0.42641271654270035	0.4082701632415421	18
2025-09-06	Los Angeles Dodgers	Baltimore Orioles	8.42114397184769	4.600486	0.33810137811801777	0.4672212013637192	7
2025-09-07	Minnesota Twins	Kansas City Royals	9.130820696910021	4.2720513	0.47119577869455864	0.406191808882869	6
2025-09-07	Philadelphia Phillies	Miami Marlins	8.581951435864283	4.474321	0.33933587375781876	0.46724936455837557	9
2025-09-07	Seattle Mariners	Atlanta Braves	8.821675323469941	4.3269386	0.39391065541408404	0.42282381147495574	20
2025-09-07	Cleveland Guardians	Tampa Bay Rays	8.323361891790437	4.2685804	0.35941294137142044	0.4519499012862808	3
2025-09-07	Milwaukee Brewers	Pittsburgh Pirates	8.46779400388017	4.6033683	0.36420842710636003	0.45558005661121675	12
2025-09-07	Toronto Blue Jays	New York Yankees	9.203925568720177	4.3227434	0.40481354895732746	0.4291965076362259	7
2025-09-07	San Francisco Giants	St. Louis Cardinals	8.587331216433892	4.4330726	0.3459246307959352	0.461677272025264	7
2025-09-07	Los Angeles Dodgers	Baltimore Orioles	9.217436975111285	4.457677	0.42279454175136433	0.41407802194706267	7
2025-09-07	Washington Nationals	Chicago Cubs	8.469472460840207	4.455583	0.36270038190982684	0.45100762337795564	9
